k,re_fixed,im_fixed
7638, 14927,  6754
7639, 14932,  6743
7640, 14937,  6731
7641, 14943,  6720
7642, 14948,  6708
7643, 14953,  6697
7644, 14958,  6685
7645, 14963,  6674
7646, 14968,  6662
7647, 14973,  6651
7648, 14978,  6639
7649, 14984,  6628
7650, 14989,  6616
7651, 14994,  6605
7652, 14999,  6593
7653, 15004,  6582
7654, 15009,  6570
7655, 15014,  6559
7656, 15019,  6547
7657, 15024,  6536
7658, 15029,  6524
7659, 15034,  6513
7660, 15039,  6501
7661, 15044,  6490
7662, 15049,  6478
7663, 15054,  6467
7664, 15059,  6455
7665, 15064,  6444
7666, 15069,  6432
7667, 15074,  6420
7668, 15078,  6409
7669, 15083,  6397
7670, 15088,  6386
7671, 15093,  6374
7672, 15098,  6363
7673, 15103,  6351
7674, 15108,  6339
7675, 15113,  6328
7676, 15118,  6316
7677, 15122,  6305
7678, 15127,  6293
7679, 15132,  6281
7680, 15137,  6270
7681, 15142,  6258
7682, 15146,  6247
7683, 15151,  6235
7684, 15156,  6223
7685, 15161,  6212
7686, 15166,  6200
7687, 15170,  6189
7688, 15175,  6177
7689, 15180,  6165
7690, 15184,  6154
7691, 15189,  6142
7692, 15194,  6130
7693, 15199,  6119
7694, 15203,  6107
7695, 15208,  6095
7696, 15213,  6084
7697, 15217,  6072
7698, 15222,  6060
7699, 15227,  6049
7700, 15231,  6037
7701, 15236,  6025
7702, 15240,  6014
7703, 15245,  6002
7704, 15250,  5990
7705, 15254,  5979
7706, 15259,  5967
7707, 15263,  5955
7708, 15268,  5943
7709, 15273,  5932
7710, 15277,  5920
7711, 15282,  5908
7712, 15286,  5897
7713, 15291,  5885
7714, 15295,  5873
7715, 15300,  5861
7716, 15304,  5850
7717, 15309,  5838
7718, 15313,  5826
7719, 15318,  5814
7720, 15322,  5803
7721, 15326,  5791
7722, 15331,  5779
7723, 15335,  5767
7724, 15340,  5756
7725, 15344,  5744
7726, 15349,  5732
7727, 15353,  5720
7728, 15357,  5708
7729, 15362,  5697
7730, 15366,  5685
7731, 15370,  5673
7732, 15375,  5661
7733, 15379,  5650
7734, 15383,  5638
7735, 15388,  5626
7736, 15392,  5614
7737, 15396,  5602
7738, 15401,  5591
7739, 15405,  5579
7740, 15409,  5567
7741, 15414,  5555
7742, 15418,  5543
7743, 15422,  5531
7744, 15426,  5520
7745, 15430,  5508
7746, 15435,  5496
7747, 15439,  5484
7748, 15443,  5472
7749, 15447,  5460
7750, 15451,  5449
7751, 15456,  5437
7752, 15460,  5425
7753, 15464,  5413
7754, 15468,  5401
7755, 15472,  5389
7756, 15476,  5377
7757, 15481,  5366
7758, 15485,  5354
7759, 15489,  5342
7760, 15493,  5330
7761, 15497,  5318
7762, 15501,  5306
7763, 15505,  5294
7764, 15509,  5282
7765, 15513,  5270
7766, 15517,  5259
7767, 15521,  5247
7768, 15525,  5235
7769, 15529,  5223
7770, 15533,  5211
7771, 15537,  5199
7772, 15541,  5187
7773, 15545,  5175
7774, 15549,  5163
7775, 15553,  5151
7776, 15557,  5139
7777, 15561,  5127
7778, 15565,  5115
7779, 15569,  5104
7780, 15573,  5092
7781, 15577,  5080
7782, 15581,  5068
7783, 15584,  5056
7784, 15588,  5044
7785, 15592,  5032
7786, 15596,  5020
7787, 15600,  5008
7788, 15604,  4996
7789, 15608,  4984
7790, 15611,  4972
7791, 15615,  4960
7792, 15619,  4948
7793, 15623,  4936
7794, 15627,  4924
7795, 15630,  4912
7796, 15634,  4900
7797, 15638,  4888
7798, 15642,  4876
7799, 15645,  4864
7800, 15649,  4852
7801, 15653,  4840
7802, 15656,  4828
7803, 15660,  4816
7804, 15664,  4804
7805, 15668,  4792
7806, 15671,  4780
7807, 15675,  4768
7808, 15679,  4756
7809, 15682,  4744
7810, 15686,  4732
7811, 15689,  4720
7812, 15693,  4708
7813, 15697,  4696
7814, 15700,  4684
7815, 15704,  4672
7816, 15707,  4660
7817, 15711,  4648
7818, 15715,  4636
7819, 15718,  4624
7820, 15722,  4612
7821, 15725,  4599
7822, 15729,  4587
7823, 15732,  4575
7824, 15736,  4563
7825, 15739,  4551
7826, 15743,  4539
7827, 15746,  4527
7828, 15750,  4515
7829, 15753,  4503
7830, 15757,  4491
7831, 15760,  4479
7832, 15763,  4467
7833, 15767,  4455
7834, 15770,  4442
7835, 15774,  4430
7836, 15777,  4418
7837, 15780,  4406
7838, 15784,  4394
7839, 15787,  4382
7840, 15791,  4370
7841, 15794,  4358
7842, 15797,  4346
7843, 15801,  4333
7844, 15804,  4321
7845, 15807,  4309
7846, 15810,  4297
7847, 15814,  4285
7848, 15817,  4273
7849, 15820,  4261
7850, 15824,  4249
7851, 15827,  4236
7852, 15830,  4224
7853, 15833,  4212
7854, 15837,  4200
7855, 15840,  4188
7856, 15843,  4176
7857, 15846,  4164
7858, 15849,  4151
7859, 15853,  4139
7860, 15856,  4127
7861, 15859,  4115
7862, 15862,  4103
7863, 15865,  4091
7864, 15868,  4078
7865, 15871,  4066
7866, 15875,  4054
7867, 15878,  4042
7868, 15881,  4030
7869, 15884,  4018
7870, 15887,  4005
7871, 15890,  3993
7872, 15893,  3981
7873, 15896,  3969
7874, 15899,  3957
7875, 15902,  3944
7876, 15905,  3932
7877, 15908,  3920
7878, 15911,  3908
7879, 15914,  3896
7880, 15917,  3883
7881, 15920,  3871
7882, 15923,  3859
7883, 15926,  3847
7884, 15929,  3835
7885, 15932,  3822
7886, 15935,  3810
7887, 15938,  3798
7888, 15941,  3786
7889, 15944,  3773
7890, 15946,  3761
7891, 15949,  3749
7892, 15952,  3737
7893, 15955,  3724
7894, 15958,  3712
7895, 15961,  3700
7896, 15964,  3688
7897, 15966,  3676
7898, 15969,  3663
7899, 15972,  3651
7900, 15975,  3639
7901, 15978,  3627
7902, 15980,  3614
7903, 15983,  3602
7904, 15986,  3590
7905, 15989,  3577
7906, 15991,  3565
7907, 15994,  3553
7908, 15997,  3541
7909, 16000,  3528
7910, 16002,  3516
7911, 16005,  3504
7912, 16008,  3492
7913, 16010,  3479
7914, 16013,  3467
7915, 16016,  3455
7916, 16018,  3442
7917, 16021,  3430
7918, 16024,  3418
7919, 16026,  3406
7920, 16029,  3393
7921, 16031,  3381
7922, 16034,  3369
7923, 16037,  3356
7924, 16039,  3344
7925, 16042,  3332
7926, 16044,  3320
7927, 16047,  3307
7928, 16049,  3295
7929, 16052,  3283
7930, 16054,  3270
7931, 16057,  3258
7932, 16059,  3246
7933, 16062,  3233
7934, 16064,  3221
7935, 16067,  3209
7936, 16069,  3196
7937, 16072,  3184
7938, 16074,  3172
7939, 16076,  3159
7940, 16079,  3147
7941, 16081,  3135
7942, 16084,  3122
7943, 16086,  3110
7944, 16088,  3098
7945, 16091,  3085
7946, 16093,  3073
7947, 16096,  3061
7948, 16098,  3048
7949, 16100,  3036
7950, 16103,  3024
7951, 16105,  3011
7952, 16107,  2999
7953, 16109,  2987
7954, 16112,  2974
7955, 16114,  2962
7956, 16116,  2949
7957, 16119,  2937
7958, 16121,  2925
7959, 16123,  2912
7960, 16125,  2900
7961, 16128,  2888
7962, 16130,  2875
7963, 16132,  2863
7964, 16134,  2851
7965, 16136,  2838
7966, 16138,  2826
7967, 16141,  2813
7968, 16143,  2801
7969, 16145,  2789
7970, 16147,  2776
7971, 16149,  2764
7972, 16151,  2752
7973, 16153,  2739
7974, 16156,  2727
7975, 16158,  2714
7976, 16160,  2702
7977, 16162,  2690
7978, 16164,  2677
7979, 16166,  2665
7980, 16168,  2652
7981, 16170,  2640
7982, 16172,  2628
7983, 16174,  2615
7984, 16176,  2603
7985, 16178,  2590
7986, 16180,  2578
7987, 16182,  2566
7988, 16184,  2553
7989, 16186,  2541
7990, 16188,  2528
7991, 16190,  2516
7992, 16192,  2503
7993, 16194,  2491
7994, 16195,  2479
7995, 16197,  2466
7996, 16199,  2454
7997, 16201,  2441
7998, 16203,  2429
7999, 16205,  2416
8000, 16207,  2404
8001, 16209,  2392
8002, 16210,  2379
8003, 16212,  2367
8004, 16214,  2354
8005, 16216,  2342
8006, 16218,  2329
8007, 16219,  2317
8008, 16221,  2305
8009, 16223,  2292
8010, 16225,  2280
8011, 16226,  2267
8012, 16228,  2255
8013, 16230,  2242
8014, 16232,  2230
8015, 16233,  2217
8016, 16235,  2205
8017, 16237,  2193
8018, 16238,  2180
8019, 16240,  2168
8020, 16242,  2155
8021, 16243,  2143
8022, 16245,  2130
8023, 16247,  2118
8024, 16248,  2105
8025, 16250,  2093
8026, 16251,  2080
8027, 16253,  2068
8028, 16255,  2055
8029, 16256,  2043
8030, 16258,  2031
8031, 16259,  2018
8032, 16261,  2006
8033, 16262,  1993
8034, 16264,  1981
8035, 16265,  1968
8036, 16267,  1956
8037, 16268,  1943
8038, 16270,  1931
8039, 16271,  1918
8040, 16273,  1906
8041, 16274,  1893
8042, 16276,  1881
8043, 16277,  1868
8044, 16279,  1856
8045, 16280,  1843
8046, 16281,  1831
8047, 16283,  1818
8048, 16284,  1806
8049, 16286,  1793
8050, 16287,  1781
8051, 16288,  1768
8052, 16290,  1756
8053, 16291,  1743
8054, 16292,  1731
8055, 16294,  1718
8056, 16295,  1706
8057, 16296,  1693
8058, 16298,  1681
8059, 16299,  1668
8060, 16300,  1656
8061, 16301,  1643
8062, 16303,  1631
8063, 16304,  1618
8064, 16305,  1606
8065, 16306,  1593
8066, 16308,  1581
8067, 16309,  1568
8068, 16310,  1556
8069, 16311,  1543
8070, 16312,  1531
8071, 16313,  1518
8072, 16315,  1506
8073, 16316,  1493
8074, 16317,  1481
8075, 16318,  1468
8076, 16319,  1456
8077, 16320,  1443
8078, 16321,  1431
8079, 16323,  1418
8080, 16324,  1406
8081, 16325,  1393
8082, 16326,  1381
8083, 16327,  1368
8084, 16328,  1356
8085, 16329,  1343
8086, 16330,  1331
8087, 16331,  1318
8088, 16332,  1306
8089, 16333,  1293
8090, 16334,  1280
8091, 16335,  1268
8092, 16336,  1255
8093, 16337,  1243
8094, 16338,  1230
8095, 16339,  1218
8096, 16340,  1205
8097, 16341,  1193
8098, 16341,  1180
8099, 16342,  1168
8100, 16343,  1155
8101, 16344,  1143
8102, 16345,  1130
8103, 16346,  1118
8104, 16347,  1105
8105, 16348,  1092
8106, 16348,  1080
8107, 16349,  1067
8108, 16350,  1055
8109, 16351,  1042
8110, 16352,  1030
8111, 16352,  1017
8112, 16353,  1005
8113, 16354,   992
8114, 16355,   980
8115, 16355,   967
8116, 16356,   955
8117, 16357,   942
8118, 16358,   929
8119, 16358,   917
8120, 16359,   904
8121, 16360,   892
8122, 16360,   879
8123, 16361,   867
8124, 16362,   854
8125, 16362,   842
8126, 16363,   829
8127, 16364,   816
8128, 16364,   804
8129, 16365,   791
8130, 16365,   779
8131, 16366,   766
8132, 16367,   754
8133, 16367,   741
8134, 16368,   729
8135, 16368,   716
8136, 16369,   704
8137, 16369,   691
8138, 16370,   678
8139, 16370,   666
8140, 16371,   653
8141, 16371,   641
8142, 16372,   628
8143, 16372,   616
8144, 16373,   603
8145, 16373,   590
8146, 16374,   578
8147, 16374,   565
8148, 16375,   553
8149, 16375,   540
8150, 16375,   528
8151, 16376,   515
8152, 16376,   503
8153, 16377,   490
8154, 16377,   477
8155, 16377,   465
8156, 16378,   452
8157, 16378,   440
8158, 16378,   427
8159, 16379,   415
8160, 16379,   402
8161, 16379,   390
8162, 16380,   377
8163, 16380,   364
8164, 16380,   352
8165, 16380,   339
8166, 16381,   327
8167, 16381,   314
8168, 16381,   302
8169, 16381,   289
8170, 16382,   276
8171, 16382,   264
8172, 16382,   251
8173, 16382,   239
8174, 16382,   226
8175, 16383,   214
8176, 16383,   201
8177, 16383,   188
8178, 16383,   176
8179, 16383,   163
8180, 16383,   151
8181, 16383,   138
8182, 16384,   126
8183, 16384,   113
8184, 16384,   101
8185, 16384,    88
8186, 16384,    75
8187, 16384,    63
8188, 16384,    50
8190, 16384,    25
8191, 16384,    13
